NP_001229430.1		A0A0S2Z5K9	A0A0S2Z5K9_HUMAN	unreviewed	MIF4G domain containing isoform 3 (Fragment)	MIF4GD	Homo sapiens (Human)	222
NP_001229434.1	NP_001229434.1 -> Q9Y2T3-3	Q9Y2T3	GUAD_HUMAN	reviewed	Guanine deaminase (Guanase) (Guanine aminase) (EC 3.5.4.3) (Guanine aminohydrolase) (GAH) (p51-nedasin)	GDA KIAA1258	Homo sapiens (Human)	454
NP_001229468.1		F6M2K2	F6M2K2_HUMAN	unreviewed	Nuclear receptor coactivator 6 (Nuclear receptor coactivator-6 beta)	NCOA6	Homo sapiens (Human)	1070
NP_001229536.1		A0A087WWD4	A0A087WWD4_HUMAN	unreviewed	Neural cell adhesion molecule 1	NCAM1	Homo sapiens (Human)	884
NP_001229609.1		A6NN14	ZN729_HUMAN	reviewed	Zinc finger protein 729	ZNF729	Homo sapiens (Human)	1252
NP_001229628.1	NP_001229628.1 -> A6NNW6-3	A6NNW6	ENO4_HUMAN	reviewed	Enolase 4 (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase)	ENO4 C10orf134	Homo sapiens (Human)	625
NP_001229687.1		Q5SUL5	Q5SUL5_HUMAN	unreviewed	HLA class I histocompatibility antigen (HLA class I histocompatibility antigen A alpha chain) (HLA class I histocompatibility antigen, A alpha chain) (MHC class I antigen) (MHC class I protein)	HLA-A HLA HLA-A*0101	Homo sapiens (Human)	365
NP_000402.3,NP_001229713.1		P50747	BPL1_HUMAN	reviewed	Biotin--protein ligase (EC 6.3.4.-) (Biotin apo-protein ligase) [Includes: Biotin--[methylmalonyl-CoA-carboxytransferase] ligase (EC 6.3.4.9); Biotin--[propionyl-CoA-carboxylase [ATP-hydrolyzing]] ligase (EC 6.3.4.10) (Holocarboxylase synthetase) (HCS); Biotin--[methylcrotonoyl-CoA-carboxylase] ligase (EC 6.3.4.11); Biotin--[acetyl-CoA-carboxylase] ligase (EC 6.3.4.15)]	HLCS	Homo sapiens (Human)	726
NP_001229752.1		P0C0L5	CO4B_HUMAN	reviewed	Complement C4-B (Basic complement C4) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 3) [Cleaved into: Complement C4 beta chain; Complement C4-B alpha chain; C4a anaphylatoxin; C4b-B; C4d-B; Complement C4 gamma chain]	C4B CO4 CPAMD3; C4B_2	Homo sapiens (Human)	1744
NP_001229754.1		A0A087X090	A0A087X090_HUMAN	unreviewed	Farnesyl diphosphate synthase (Farnesyl pyrophosphate synthetase, dimethylallyltranstransferase, geranyltranstransferase), isoform CRA_a (Farnesyl pyrophosphate synthase)	FDPS hCG_1997329	Homo sapiens (Human)	248
NP_001229761.1		G5E9L0	G5E9L0_HUMAN	unreviewed	ADP-ribosylation factor GTPase-activating protein 2	ARFGAP2	Homo sapiens (Human)	493
NP_001229769.1	NP_001229769.1 -> Q16774-3	Q16774	KGUA_HUMAN	reviewed	Guanylate kinase (EC 2.7.4.8) (GMP kinase) (Guanylate kinase 1)	GUK1 GMK GMPK	Homo sapiens (Human)	197
NP_001229796.1		Q8NHI6	Q8NHI6_HUMAN	unreviewed	Killer-cell immunoglobulin-like receptor (Fragment)	KIR3DL2	Homo sapiens (Human)	432
NP_001229800.1		B7Z326	B7Z326_HUMAN	unreviewed	SLAIN motif-containing protein 1 (cDNA FLJ52498)	SLAIN1	Homo sapiens (Human)	304
NP_001229800.1		Q7L0J2	Q7L0J2_HUMAN	unreviewed	SLAIN1 protein (Fragment)	SLAIN1	Homo sapiens (Human)	364
NP_001229831.1		B4DN86	B4DN86_HUMAN	unreviewed	cDNA FLJ56047, highly similar to A kinase anchor protein 1, mitochondrial		Homo sapiens (Human)	945
NP_001033722.1,NP_001229837.1,NP_001229838.1	NP_001033722.1 -> Q2MKA7-1,NP_001229838.1 -> Q2MKA7-2,NP_001229837.1 -> Q2MKA7-1	Q2MKA7	RSPO1_HUMAN	reviewed	R-spondin-1 (Roof plate-specific spondin-1) (hRspo1)	RSPO1	Homo sapiens (Human)	263
NP_001229858.1		F6WF08	F6WF08_HUMAN	unreviewed	Ankyrin repeat and SAM domain-containing protein 3	ANKS3	Homo sapiens (Human)	549
NP_001130042.1,NP_001229865.1,NP_001229868.1	NP_001229865.1 -> Q6ZV65-2,NP_001130042.1 -> Q6ZV65-3,NP_001229868.1 -> Q6ZV65-1	Q6ZV65	FA47E_HUMAN	reviewed	Protein FAM47E	FAM47E	Homo sapiens (Human)	393
NP_001229886.1		F8VBW7	F8VBW7_HUMAN	unreviewed	Male germ cell-associated kinase retina-specific isoform (Fragment)	MAK	Homo sapiens (Human)	52
NP_001073877.2,NP_001229936.1	NP_001073877.2 -> Q3B8N5-2	Q3B8N5	PROX2_HUMAN	reviewed	Prospero homeobox protein 2 (Homeobox prospero-like protein PROX2) (PROX-2)	PROX2	Homo sapiens (Human)	592
NP_001229936.1		G3V3G0	G3V3G0_HUMAN	unreviewed	Prospero homeobox protein 2	PROX2	Homo sapiens (Human)	592
NP_001229971.1		O19617	O19617_HUMAN	unreviewed	HLA class I antigen (HLA class I histocompatibility antigen) (HLA class I histocompatibility antigen, C alpha chain) (HLA-C protein) (MHC class I antigen) (MHC class I histocompatibility antigen) (MHC class I protein) (Major histocompatibility complex, class I, C)	HLA-C HLA-Cw	Homo sapiens (Human)	366
NP_001230.1		P51946	CCNH_HUMAN	reviewed	Cyclin-H (MO15-associated protein) (p34) (p37)	CCNH	Homo sapiens (Human)	323
NP_001230008.1	NP_001230008.1 -> Q496M5-1	Q496M5	PLK5_HUMAN	reviewed	Inactive serine/threonine-protein kinase PLK5 (Polo-like kinase 5) (PLK-5)	PLK5 PLK5P FG060302	Homo sapiens (Human)	336
NP_001230017.1		A0A0D9SFF0	A0A0D9SFF0_HUMAN	unreviewed	Forkhead box protein M1	FOXM1	Homo sapiens (Human)	748
NP_001230018.1		A8K591	A8K591_HUMAN	unreviewed	cDNA FLJ77127, highly similar to Homo sapiens forkhead box M1 (FOXM1), transcript variant 3, mRNA		Homo sapiens (Human)	747
NP_001230030.1		X5DNW6	X5DNW6_HUMAN	unreviewed	Tyrosine-protein kinase receptor (EC 2.7.10.1) (Fragment)	NTRK3	Homo sapiens (Human)	817
NP_001230045.1		G5E9C2	G5E9C2_HUMAN	unreviewed	NF-kappa-B inhibitor beta	NFKBIB	Homo sapiens (Human)	270
NP_001230056.1		Q8N7J0	Q8N7J0_HUMAN	unreviewed	HCG2029370 (cDNA FLJ25488 fis, clone CBR00232)	hCG_2029370	Homo sapiens (Human)	229
NP_001230086.1,NP_001230088.1	NP_001230086.1 -> Q15572-4,NP_001230088.1 -> Q15572-5	Q15572	TAF1C_HUMAN	reviewed	TATA box-binding protein-associated factor RNA polymerase I subunit C (RNA polymerase I-specific TBP-associated factor 110 kDa) (TAFI110) (TATA box-binding protein-associated factor 1C) (TBP-associated factor 1C) (Transcription initiation factor SL1/TIF-IB subunit C)	TAF1C	Homo sapiens (Human)	869
NP_001230088.1,NP_001230089.1		B3KUE8	B3KUE8_HUMAN	unreviewed	cDNA FLJ39712 fis, clone SMINT2013129, highly similar to TATA box-binding protein-associated factor RNA polymerase I subunit C		Homo sapiens (Human)	392
NP_001230097.1		A0A087WTE9	A0A087WTE9_HUMAN	unreviewed	Pre T-cell antigen receptor alpha	PTCRA	Homo sapiens (Human)	296
NP_001230097.1		Q6ZNR1	Q6ZNR1_HUMAN	unreviewed	cDNA FLJ27309 fis, clone TMS06203		Homo sapiens (Human)	328
NP_001230141.1		I3L3R5	CCER2_HUMAN	reviewed	Coiled-coil domain-containing glutamate-rich protein 2	CCER2	Homo sapiens (Human)	266
NP_001230166.1		P0DMQ9	CH089_HUMAN	reviewed	Putative uncharacterized protein C8orf89	C8orf89	Homo sapiens (Human)	161
NP_001230176.1		B7Z220	B7Z220_HUMAN	unreviewed	cDNA FLJ60480, highly similar to CGTHBA protein		Homo sapiens (Human)	491
NP_001230177.1		B7Z6Q0	B7Z6Q0_HUMAN	unreviewed	GATOR complex protein NPRL3 (cDNA FLJ53204, highly similar to CGTHBA protein)	NPRL3	Homo sapiens (Human)	544
NP_001230210.1		B3KNN9	B3KNN9_HUMAN	unreviewed	Activated leukocyte cell adhesion molecule (CD166 antigen)		Homo sapiens (Human)	555
NP_001230261.1		A0A087WYL5	A0A087WYL5_HUMAN	unreviewed	Seizure 6-like protein 2	SEZ6L2	Homo sapiens (Human)	923
NP_001230261.1		B7Z5L4	B7Z5L4_HUMAN	unreviewed	cDNA FLJ61340, highly similar to Homo sapiens seizure related 6 homolog-like 2 (SEZ6L2), transcript variant 2, mRNA		Homo sapiens (Human)	923
NP_001009555.3,NP_001122395.1,NP_001122396.1,NP_001230278.1	NP_001230278.1 -> Q5HYK7-2,NP_001122396.1 -> Q5HYK7-3,NP_001009555.3 -> Q5HYK7-1,NP_001122395.1 -> Q5HYK7-2	Q5HYK7	SH319_HUMAN	reviewed	SH3 domain-containing protein 19 (ADAM-binding protein Eve-1) (EEN-binding protein) (EBP)	SH3D19	Homo sapiens (Human)	790
NP_001230315.1		A0A087WZB5	A0A087WZB5_HUMAN	unreviewed	Beta-parvin	PARVB	Homo sapiens (Human)	289
NP_001028725.1,NP_001230368.1		A0A024QYY9	A0A024QYY9_HUMAN	unreviewed	Spectrin domain with coiled-coils 1, isoform CRA_a	SPECC1 hCG_28279	Homo sapiens (Human)	1068
NP_001028725.1,NP_001028727.1,NP_001230368.1		B4DW07	B4DW07_HUMAN	unreviewed	cDNA FLJ50032, highly similar to Homo sapiens spectrin domain with coiled-coils 1 (SPECC1), transcript variant, mRNA		Homo sapiens (Human)	408
NP_001230402.1		B4DN64	B4DN64_HUMAN	unreviewed	cDNA FLJ57537		Homo sapiens (Human)	257
NP_001230403.1		B3KRK6	B3KRK6_HUMAN	unreviewed	cDNA FLJ34485 fis, clone HLUNG2004170, highly similar to StAR-related lipid transfer protein 13		Homo sapiens (Human)	646
NP_001230455.1		A0A0A0MTR5	A0A0A0MTR5_HUMAN	unreviewed	Putative hydroxypyruvate isomerase (EC 5.3.1.22)	HYI	Homo sapiens (Human)	272
NP_001138682.1,NP_001230464.1	NP_001230464.1 -> E5RJM6-2,NP_001138682.1 -> E5RJM6-1	E5RJM6	ANR65_HUMAN	reviewed	Ankyrin repeat domain-containing protein 65	ANKRD65	Homo sapiens (Human)	399
NP_001230469.1,NP_001230470.1		Q96MC4	C295L_HUMAN	reviewed	CEP295 N-terminal-like protein (KIAA1731 N-terminal like protein)	CEP295NL KIAA1731NL	Homo sapiens (Human)	621
NP_001230575.1		O95400	CD2B2_HUMAN	reviewed	CD2 antigen cytoplasmic tail-binding protein 2 (CD2 cytoplasmic domain-binding protein 2) (CD2 tail-binding protein 2) (U5 snRNP 52K protein) (U5-52K)	CD2BP2 KIAA1178	Homo sapiens (Human)	341
NP_001230575.1		A0A024QZC1	A0A024QZC1_HUMAN	unreviewed	CD2 antigen (Cytoplasmic tail) binding protein 2, isoform CRA_a (CD2 binding protein 2 isoform 1)	CD2BP2 hCG_96444	Homo sapiens (Human)	341
NP_001230589.1		A0A087WVP7	A0A087WVP7_HUMAN	unreviewed	Peroxisomal coenzyme A diphosphatase NUDT7	NUDT7	Homo sapiens (Human)	223
NP_001099133.1,NP_001230586.1,NP_001230589.1,NP_001230590.1	NP_001230586.1 -> P0C024-3,NP_001099133.1 -> P0C024-1,NP_001230590.1 -> P0C024-2	P0C024	NUDT7_HUMAN	reviewed	Peroxisomal coenzyme A diphosphatase NUDT7 (EC 3.6.1.-) (Nucleoside diphosphate-linked moiety X motif 7) (Nudix motif 7)	NUDT7	Homo sapiens (Human)	238
NP_001230656.1		A0A087WTU3	A0A087WTU3_HUMAN	unreviewed	Testis-expressed protein 264	TEX264	Homo sapiens (Human)	239
NP_001230660.1		B7Z4B4	B7Z4B4_HUMAN	unreviewed	cDNA FLJ59338, highly similar to Retinoic acid receptor gamma-2		Homo sapiens (Human)	333
NP_000957.1,NP_001036193.1,NP_001230659.1,NP_001230661.1	NP_000957.1 -> P13631-1,NP_001036193.1 -> P13631-2,NP_001230659.1 -> P13631-3,NP_001230661.1 -> P13631-4	P13631	RARG_HUMAN	reviewed	Retinoic acid receptor gamma (RAR-gamma) (Nuclear receptor subfamily 1 group B member 3)	RARG NR1B3	Homo sapiens (Human)	454
NP_001230673.1		A0A087WW44	A0A087WW44_HUMAN	unreviewed	Fanconi anemia group C protein (Protein FACC)	FANCC	Homo sapiens (Human)	492
NP_001230673.1		B4E3W2	B4E3W2_HUMAN	unreviewed	Fanconi anemia group C protein (cDNA FLJ61092, highly similar to Fanconi anemia group C protein)	FANCC	Homo sapiens (Human)	115
NP_001230675.1		B7Z4Y3	B7Z4Y3_HUMAN	unreviewed	cDNA FLJ57131, highly similar to Protein FAM20A		Homo sapiens (Human)	396
NP_001230679.1	NP_001230679.1 -> Q8WV74-1	Q8WV74	NUDT8_HUMAN	reviewed	Nucleoside diphosphate-linked moiety X motif 8 (Nudix motif 8) (EC 3.6.1.-)	NUDT8	Homo sapiens (Human)	236
NP_001230700.1		B4DUG7	B4DUG7_HUMAN	unreviewed	cDNA FLJ60161, moderately similar to Gamma-secretase subunit APH-1A		Homo sapiens (Human)	190
NP_001230718.1		A0A0S2Z526	A0A0S2Z526_HUMAN	unreviewed	Single-strand-selective monofunctional uracil-DNA glycosylase 1 isoform 1 (Fragment)	SMUG1	Homo sapiens (Human)	177
NP_000709.1,NP_001230741.1	NP_000709.1 -> Q00975-1,NP_001230741.1 -> Q00975-2	Q00975	CAC1B_HUMAN	reviewed	Voltage-dependent N-type calcium channel subunit alpha-1B (Brain calcium channel III) (BIII) (Calcium channel, L type, alpha-1 polypeptide isoform 5) (Voltage-gated calcium channel subunit alpha Cav2.2)	CACNA1B CACH5 CACNL1A5	Homo sapiens (Human)	2339
NP_001191087.1,NP_001230805.1		B3KV83	B3KV83_HUMAN	unreviewed	cDNA FLJ16251 fis, clone HLUNG2013784, highly similar to Sphingosine kinase 2		Homo sapiens (Human)	627
NP_001230805.1		E9PCV4	E9PCV4_HUMAN	unreviewed	Sphingosine kinase 2 (Sphingosine kinase 2, isoform CRA_e)	SPHK2 hCG_15274	Homo sapiens (Human)	448
NP_001230882.1		B0AZS5	B0AZS5_HUMAN	unreviewed	Kinesin-like protein		Homo sapiens (Human)	660
NP_001230890.1		Q5SU54	Q5SU54_HUMAN	unreviewed	HLA class II histocompatibility antigen, DQ beta 1 chain (MHC class II antigen)	HLA-DQB1	Homo sapiens (Human)	269
NP_001230891.1		Q5Y7D3	Q5Y7D3_HUMAN	unreviewed	HLA class II histocompatibility antigen DQ beta chain (HLA class II histocompatibility antigen, DQ beta 1 chain) (MHC class II antigen)	HLA-DQB1	Homo sapiens (Human)	261
NP_001230894.1		Q5Y7D1	Q5Y7D1_HUMAN	unreviewed	HLA class II histocompatibility antigen DR beta chain (HLA class II histocompatibility antigen, DRB1 beta chain) (HLA-DRB1 protein) (MHC class II antigen) (Major histocompatibility complex, class II, DR beta 1 (Clone P2-beta-3))	HLA-DRB1 RP1-93N13.1-001	Homo sapiens (Human)	266
NP_001027.3,NP_001230925.1	NP_001027.3 -> Q15413-1,NP_001230925.1 -> Q15413-2	Q15413	RYR3_HUMAN	reviewed	Ryanodine receptor 3 (RYR-3) (RyR3) (Brain ryanodine receptor-calcium release channel) (Brain-type ryanodine receptor) (Type 3 ryanodine receptor)	RYR3 HBRR	Homo sapiens (Human)	4870
NP_001231.2	NP_001231.2 -> O60563-1	O60563	CCNT1_HUMAN	reviewed	Cyclin-T1 (CycT1) (Cyclin-T)	CCNT1	Homo sapiens (Human)	726
NP_001231001.1		B4DH95	B4DH95_HUMAN	unreviewed	GTPase IMAP family member 6 (cDNA FLJ50958, highly similar to Homo sapiens GTPase, IMAP family member 6 (GIMAP6), transcript variant 1, mRNA)	GIMAP6	Homo sapiens (Human)	362
NP_001231120.1		A0A087WYM5	A0A087WYM5_HUMAN	unreviewed	Protein TALPID3	KIAA0586	Homo sapiens (Human)	1463
NP_001231120.1		B4DYW5	B4DYW5_HUMAN	unreviewed	cDNA FLJ61484		Homo sapiens (Human)	1463
NP_001231122.1		B7Z7W7	B7Z7W7_HUMAN	unreviewed	cDNA FLJ52366		Homo sapiens (Human)	1347
NP_001073948.2,NP_001171164.1,NP_001231293.1	NP_001231293.1 -> Q8N1W1-5,NP_001171164.1 -> Q8N1W1-1,NP_001073948.2 -> Q8N1W1-6	Q8N1W1	ARG28_HUMAN	reviewed	Rho guanine nucleotide exchange factor 28 (190 kDa guanine nucleotide exchange factor) (p190-RhoGEF) (p190RhoGEF) (Rho guanine nucleotide exchange factor)	ARHGEF28 KIAA1998 RGNEF	Homo sapiens (Human)	1705
NP_001187.1,NP_001231496.1		A8ASI8	A8ASI8_HUMAN	unreviewed	BH3-interacting domain death agonist	BID hCG_21529	Homo sapiens (Human)	195
NP_001231513.1		A0A0A6YYJ8	A0A0A6YYJ8_HUMAN	unreviewed	Putative RNA-binding protein Luc7-like 2	LUC7L2	Homo sapiens (Human)	458
NP_001231607.1		A8K0C1	A8K0C1_HUMAN	unreviewed	Threonine synthase-like 2 (cDNA FLJ76990) (cDNA, FLJ79480)	THNSL2	Homo sapiens (Human)	226
NP_001231642.1,NP_001231653.1		B7Z4W4	B7Z4W4_HUMAN	unreviewed	UV excision repair protein RAD23		Homo sapiens (Human)	388
NP_001033692.2,NP_001231663.1	NP_001231663.1 -> Q8N4S9-3,NP_001033692.2 -> Q8N4S9-1	Q8N4S9	MALD2_HUMAN	reviewed	MARVEL domain-containing protein 2 (Tricellulin)	MARVELD2 TRIC	Homo sapiens (Human)	558
NP_001231739.1	NP_001231739.1 -> Q9H334-8	Q9H334	FOXP1_HUMAN	reviewed	Forkhead box protein P1 (Mac-1-regulated forkhead) (MFH)	FOXP1 HSPC215	Homo sapiens (Human)	677
NP_001107593.1,NP_001231775.1		B4DT73	B4DT73_HUMAN	unreviewed	cDNA FLJ56409, highly similar to Serine/threonine-protein kinase Chk1		Homo sapiens (Human)	492
NP_001231785.1		B7ZKQ2	B7ZKQ2_HUMAN	unreviewed	CLEC4G protein	CLEC4G	Homo sapiens (Human)	281
NP_001032208.1,NP_001231817.1		B2RZG9	B2RZG9_HUMAN	unreviewed	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	AGAP1	Homo sapiens (Human)	804
NP_001231826.1	NP_001231826.1 -> O95758-2	O95758	PTBP3_HUMAN	reviewed	Polypyrimidine tract-binding protein 3 (Regulator of differentiation 1) (Rod1)	PTBP3 ROD1	Homo sapiens (Human)	552
NP_001231866.1		B4E058	B4E058_HUMAN	unreviewed	cDNA FLJ50323, highly similar to Macrophage-stimulating protein receptor		Homo sapiens (Human)	279
NP_001231878.1		Q8N1G6	Q8N1G6_HUMAN	unreviewed	Glycerol-3-phosphate acyltransferase 1, mitochondrial (EC 2.3.1.15)	GPAM	Homo sapiens (Human)	828
NP_001070731.1,NP_001193718.1,NP_001193719.1,NP_001231924.1	NP_001231924.1 -> Q9BYE2-2,NP_001193719.1 -> Q9BYE2-4,NP_001193718.1 -> Q9BYE2-3,NP_001070731.1 -> Q9BYE2-6	Q9BYE2	TMPSD_HUMAN	reviewed	Transmembrane protease serine 13 (EC 3.4.21.-) (Membrane-type mosaic serine protease) (Mosaic serine protease)	TMPRSS13 MSP TMPRSS11	Homo sapiens (Human)	586
NP_001231931.1		B7Z4T6	B7Z4T6_HUMAN	unreviewed	Nuclear factor 1		Homo sapiens (Human)	508
NP_001234925.1		A0A0A0MRE5	A0A0A0MRE5_HUMAN	unreviewed	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1 (Development and differentiation enhancing factor 1, isoform CRA_b)	ASAP1 DDEF1 hCG_2009092	Homo sapiens (Human)	1122
NP_001234928.1		B4DUN6	B4DUN6_HUMAN	unreviewed	cDNA FLJ54795, highly similar to Membrane-spanning 4-domains subfamily Amember 6A		Homo sapiens (Human)	253
NP_001236.4		A0A024R4K4	A0A024R4K4_HUMAN	unreviewed	Sialic acid binding Ig-like lectin 6, isoform CRA_a	SIGLEC6 hCG_91955	Homo sapiens (Human)	453
NP_001238758.1		Q3LGB0	Q3LGB0_HUMAN	unreviewed	Osteopontin (Fragment)	opn	Homo sapiens (Human)	273
NP_000573.1,NP_001035147.1,NP_001035149.1,NP_001238758.1,NP_001238759.1	NP_000573.1 -> P10451-5,NP_001035149.1 -> P10451-3,NP_001035147.1 -> P10451-1	P10451	OSTP_HUMAN	reviewed	Osteopontin (Bone sialoprotein 1) (Nephropontin) (Secreted phosphoprotein 1) (SPP-1) (Urinary stone protein) (Uropontin)	SPP1 BNSP OPN PSEC0156	Homo sapiens (Human)	314
NP_001238759.1		B7Z351	B7Z351_HUMAN	unreviewed	Secreted phosphoprotein 1 variant 6 (cDNA FLJ54682, highly similar to Osteopontin)	SPP1	Homo sapiens (Human)	327
NP_001238811.1		A0A024R2N2	A0A024R2N2_HUMAN	unreviewed	Vasoactive intestinal peptide receptor 1, isoform CRA_b	VIPR1 hCG_28852	Homo sapiens (Human)	416
NP_001238811.1,NP_001238813.1,NP_001238814.1		B4DNY6	B4DNY6_HUMAN	unreviewed	cDNA FLJ55554, highly similar to Vasoactive intestinal polypeptide receptor 1		Homo sapiens (Human)	430
NP_001238830.1		A0A087WX61	A0A087WX61_HUMAN	unreviewed	CD83 antigen	CD83	Homo sapiens (Human)	146
NP_001238891.1		B3KXG0	B3KXG0_HUMAN	unreviewed	cDNA FLJ45349 fis, clone BRHIP3011460, highly similar to Homo sapiens Src homology 3 domain-containing guanine nucleotide exchange factor (SGEF), mRNA		Homo sapiens (Human)	871
NP_001238906.1		A0A024RAH2	A0A024RAH2_HUMAN	unreviewed	Down syndrome critical region gene 1-like 2, isoform CRA_b	DSCR1L2 hCG_19368	Homo sapiens (Human)	241
NP_001238906.1,NP_001238909.1,NP_001238910.1,NP_001238911.1,NP_001238912.1,NP_001238914.1	NP_001238909.1 -> Q9UKA8-2,NP_001238914.1 -> Q9UKA8-4,NP_001238910.1 -> Q9UKA8-5,NP_001238906.1 -> Q9UKA8-1,NP_001238911.1 -> Q9UKA8-3,NP_001238912.1 -> Q9UKA8-6	Q9UKA8	RCAN3_HUMAN	reviewed	Calcipressin-3 (Down syndrome candidate region 1-like protein 2) (Myocyte-enriched calcineurin-interacting protein 3) (MCIP3) (Regulator of calcineurin 3)	RCAN3 DSCR1L2	Homo sapiens (Human)	241
NP_001238916.1		A0A590UJV0	A0A590UJV0_HUMAN	unreviewed	Triadin	TRDN	Homo sapiens (Human)	461
NP_001238916.1		Q8IVK2	Q8IVK2_HUMAN	unreviewed	Triadin	TRDN	Homo sapiens (Human)	461
NP_001009909.2,NP_001238937.1,NP_001238939.1	NP_001009909.2 -> Q86TE4-1,NP_001238937.1 -> Q86TE4-4	Q86TE4	LUZP2_HUMAN	reviewed	Leucine zipper protein 2	LUZP2 UNQ2566/PRO6246	Homo sapiens (Human)	346
NP_001238979.1		F6S8N6	F6S8N6_HUMAN	unreviewed	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	PCMT1	Homo sapiens (Human)	250
NP_001238980.1		A0A3F2YNX8	A0A3F2YNX8_HUMAN	unreviewed	Protein-L-isoaspartate O-methyltransferase (EC 2.1.1.77)	PCMT1	Homo sapiens (Human)	250
NP_001238980.1		B7Z972	B7Z972_HUMAN	unreviewed	Protein-L-isoaspartate O-methyltransferase (EC 2.1.1.77)		Homo sapiens (Human)	192
NP_001239029.1		Q2UVF0	Q2UVF0_HUMAN	unreviewed	Kinesin-like protein KIF21B variant	KIF21B	Homo sapiens (Human)	1670
NP_001239051.1		B7Z7R6	B7Z7R6_HUMAN	unreviewed	cDNA FLJ60959, highly similar to PAS domain-containing serine/threonine-protein kinase		Homo sapiens (Human)	1288
NP_001239080.1		B4DDK0	B4DDK0_HUMAN	unreviewed	cDNA FLJ52219, highly similar to Homo sapiens solute carrier family 39 (zinc transporter), member 9 (SLC39A9), mRNA (cDNA, FLJ79280, highly similar to Homo sapiens solute carrier family 39 (zinc transporter), member 9 (SLC39A9), mRNA)		Homo sapiens (Human)	189
NP_001239085.1		B7ZLC9	B7ZLC9_HUMAN	unreviewed	GEMIN5 protein	GEMIN5	Homo sapiens (Human)	1507
NP_001239198.1		A0A087X2C2	A0A087X2C2_HUMAN	unreviewed	Divergent protein kinase domain 1A	DIPK1A	Homo sapiens (Human)	383
NP_001239199.1		A0A087WZK6	A0A087WZK6_HUMAN	unreviewed	Divergent protein kinase domain 1A	DIPK1A	Homo sapiens (Human)	369
NP_001239200.1		A0A087WZ97	A0A087WZ97_HUMAN	unreviewed	Divergent protein kinase domain 1A	DIPK1A	Homo sapiens (Human)	403
NP_001239203.2		A0A140T9Z0	A0A140T9Z0_HUMAN	unreviewed	UDP-glucuronosyltransferase 2A1	UGT2A1	Homo sapiens (Human)	693
NP_001239257.1		A0A087X0U9	A0A087X0U9_HUMAN	unreviewed	Dyslexia-associated protein KIAA0319	KIAA0319	Homo sapiens (Human)	483
NP_001239314.1		A0A0A0MRZ4	A0A0A0MRZ4_HUMAN	unreviewed	TNFAIP3-interacting protein 1	TNIP1	Homo sapiens (Human)	619
NP_001239314.1		B7Z8K2	B7Z8K2_HUMAN	unreviewed	cDNA FLJ61022, highly similar to Nef-associated factor 1		Homo sapiens (Human)	619
NP_001239319.1		A8K4N4	A8K4N4_HUMAN	unreviewed	cDNA FLJ77844, highly similar to Homo sapiens TNFAIP3 interacting protein 1, mRNA		Homo sapiens (Human)	636
NP_001239527.1		A0A087X0Q7	A0A087X0Q7_HUMAN	unreviewed	Colipase (Colipase, pancreatic, isoform CRA_b)	CLPS hCG_15776	Homo sapiens (Human)	71
NP_001239536.1		F5H4Z8	F5H4Z8_HUMAN	unreviewed	Thrombospondin-3	THBS3	Homo sapiens (Human)	947
NP_001239542.1		A8K583	A8K583_HUMAN	unreviewed	cDNA FLJ77126, highly similar to Homo sapiens zinc finger protein 638 (ZNF638), transcript variant 1, mRNA (Fragment)		Homo sapiens (Human)	1578
NP_001239586.1	NP_001239586.1 -> A8MPX8-1	A8MPX8	PP2D1_HUMAN	reviewed	Protein phosphatase 2C-like domain-containing protein 1	PP2D1 C3orf48	Homo sapiens (Human)	630
NP_001239606.1		Q1RMZ4	Q1RMZ4_HUMAN	unreviewed	ACSS1 protein (Fragment)	ACSS1	Homo sapiens (Human)	453
NP_001240313.1	NP_001240313.1 -> P61313-2	P61313	RL15_HUMAN	reviewed	60S ribosomal protein L15 (Large ribosomal subunit protein eL15)	RPL15 EC45 TCBAP0781	Homo sapiens (Human)	204
NP_001240317.1		A0A087X0M8	A0A087X0M8_HUMAN	unreviewed	Neural cell adhesion molecule L1-like protein	CHL1	Homo sapiens (Human)	1171
NP_001240679.1		A0A087X0S1	A0A087X0S1_HUMAN	unreviewed	C-type lectin-like domain family 1	CLECL1	Homo sapiens (Human)	191
NP_001240721.1		A0A024R4P4	A0A024R4P4_HUMAN	unreviewed	Zinc finger protein 444, isoform CRA_a	ZNF444 hCG_92383	Homo sapiens (Human)	326
NP_000703.2,NP_001240752.1		P53004	BIEA_HUMAN	reviewed	Biliverdin reductase A (BVR A) (EC 1.3.1.24) (Biliverdin-IX alpha-reductase)	BLVRA BLVR BVR	Homo sapiens (Human)	296
NP_000703.2,NP_001240752.1		A0A140VJF4	A0A140VJF4_HUMAN	unreviewed	Biliverdin reductase A (BVR A) (EC 1.3.1.24)		Homo sapiens (Human)	296
NP_001240758.1		A0A087WTF0	A0A087WTF0_HUMAN	unreviewed	Protein tyrosine phosphatase domain-containing protein 1	PTPDC1	Homo sapiens (Human)	808
